raw_key,key,parten,len
毛利率水平,毛利率水平,毛利率,1
毛利水平,毛利水平,毛利率,1
毛利比例,毛利比例,毛利率,1
毛利率比例,毛利率比例,毛利率,1
销售毛利率,销售毛利率,毛利率,1
产品毛利率,产品毛利率,毛利率,1
营业毛利率,营业毛利率,毛利率,1
毛利收益率,毛利收益率,毛利率,1
毛利率指标,毛利率指标,毛利率,1
买入返售金融资产,买入返售金融资产,买入返售金融资产,1
购入返售金融资产,购入返售金融资产,买入返售金融资产,1
购买返售金融资产,购买返售金融资产,买入返售金融资产,1
买进返售金融资产,买进返售金融资产,买入返售金融资产,1
返售金融资产购入,返售金融资产购入,买入返售金融资产,1
买入的返售金融资产,买入返售金融资产,买入返售金融资产,1
购买的返售金融资产,购买返售金融资产,买入返售金融资产,1
买入待售金融资产,买入待售金融资产,买入返售金融资产,1
购入待售金融资产,购入待售金融资产,买入返售金融资产,1
买入返售的金融资产,买入返售金融资产,买入返售金融资产,1
卖出回购金融资产款,卖出回购金融资产款,卖出回购金融资产款,1
利息收入,利息收入,利息收入,1
利息所得,利息所得,利息收入,1
债权利息收益,债权利息收益,利息收入,1
贷款利息收入,贷款利息收入,利息收入,1
息收入,息收入,利息收入,1
债券利息收益,债券利息收益,利息收入,1
利息获利,利息获利,利息收入,1
利息的回报,利息回报,利息收入,1
收取的利息,收取利息,利息收入,1
收入来源于利息,收入来源于利息,利息收入,1
需要支付的利息,需要支付利息,利息费用,1
所需支付的利息,所需支付利息,利息费用,1
利息支付,利息支付,利息费用,1
贷款付息,贷款付息,利息费用,1
利息支出,利息支出,利息费用,1
期间发生的利息支出,期间发生利息支出,利息费用,1
利息开支,利息开支,利息费用,1
借款利息,借款利息,利息费用,1
贷款利息支出,贷款利息支出,利息费用,1
支付的利息,支付利息,利息费用,1
支出利息,支出利息,利息费用,1
期末支付的利息,期末支付利息,利息费用,1
利息费用,利息费用,利息费用,1
行贷利息,行贷利息,利息费用,1
付出的利息,付出利息,利息费用,1
利息支付总额,利息支付总额,利息费用,1
一年的利息支出,一年利息支出,利息费用,1
贷款利息费用,贷款利息费用,利息费用,1
利润总额,利润总额,利润总额,1
总利润,总利润,利润总额,1
全部利润,全部利润,利润总额,1
收益总额,收益总额,利润总额,1
总收益,总收益,利润总额,1
盈利总额,盈利总额,利润总额,1
总盈利,总盈利,利润总额,1
利润总和,利润总和,利润总额,1
流动资产汇总,流动资产汇总,流动资产合计,1
流动性资产,流动性资产,流动资产合计,1
现金流资产,现金流资产,流动资产合计,1
流动资产总计,流动资产总计,流动资产合计,1
易动资产,易动资产,流动资产合计,1
可动用资产,可动用资产,流动资产合计,1
短期可变现资产,短期可变现资产,流动资产合计,1
流动资产总额,流动资产总额,流动资产合计,1
动态资产,动态资产,流动资产合计,1
流转资产,流转资产,流动资产合计,1
流动资产的合计,流动资产合计,流动资产合计,1
流动资产的总计,流动资产总计,流动资产合计,1
短期资产,短期资产,流动资产合计,1
流动资产总值,流动资产总值,流动资产合计,1
流动资产,流动资产,流动资产合计,1
流动资产总量,流动资产总量,流动资产合计,1
短期可用资产,短期可用资产,流动资产合计,1
全部流动资产,全部流动资产,流动资产合计,1
合计流动资产,合计流动资产,流动资产合计,1
流动资产合计,流动资产合计,流动资产合计,1
流动资产的总和,流动资产总和,流动资产合计,1
流动资产金额,流动资产金额,流动资产合计,1
流动负债增长率,流动负债增长率,流动负债增长率,1
流动负债涨幅,流动负债涨幅,流动负债增长率,1
流动负债上涨率,流动负债上涨率,流动负债增长率,1
流动负债的增长速度,流动负债增长速度,流动负债增长率,1
流动负债的提升率,流动负债提升率,流动负债增长率,1
流动性负债增速,流动性负债增速,流动负债增长率,1
流动性债务增长比率,流动性债务增长比率,流动负债增长率,1
短期负债增长率,短期负债增长率,流动负债增长率,1
短期债务增长速度,短期债务增长速度,流动负债增长率,1
短期应付款增长比例,短期应付款增长比例,流动负债增长率,1
流动负债合计,流动负债合计,流动负债合计,1
汇总流动负债,汇总流动负债,流动负债合计,1
流动负债汇总,流动负债汇总,流动负债合计,1
全体流动负债,全体流动负债,流动负债合计,1
流动负债总计,流动负债总计,流动负债合计,1
合计流动负债,合计流动负债,流动负债合计,1
流动负债总和,流动负债总和,流动负债合计,1
流动负债总量,流动负债总量,流动负债合计,1
流动负债总额,流动负债总额,流动负债合计,1
全部流动负债,全部流动负债,流动负债合计,1
流动负债总数,流动负债总数,流动负债合计,1
流动负债,流动负债,流动负债合计,1
流动负债比率,流动负债比率,流动负债比率,1
流动负债占比,流动负债占比,流动负债比率,1
短期负债比例,短期负债比例,流动负债比率,1
流动负债比例,流动负债比例,流动负债比率,1
短期债务比率,短期债务比率,流动负债比率,1
流动负担比率,流动负担比率,流动负债比率,1
短期借款比例,短期借款比例,流动负债比率,1
流动性负债比率,流动性负债比率,流动负债比率,1
流动性债务比率,流动性债务比率,流动负债比率,1
短期负债占比,短期负债占比,流动负债比率,1
流动比率,流动比率,流动比率,1
流动资产比率,流动资产比率,流动比率,1
短期偿债能力,短期偿债能力,流动比率,1
短期负债比率,短期负债比率,流动比率,1
短期偿债率,短期偿债率,流动比率,1
流动资产流动负债比率,流动资产流动负债比率,流动比率,1
短期偿债比率,短期偿债比率,流动比率,1
客户贷款及垫款净增加额,客户贷款及垫款净增加额,客户贷款及垫款净增加额,1
客户存款和同业存放款项净增加额,客户存款和同业存放款项净增加额,客户存款和同业存放款项净增加额,1
可供出售金融资产公允价值变动损益,可供出售金融资产公允价值变动损益,可供出售金融资产公允价值变动损益,1
可供出售金融资产,可供出售金融资产,可供出售金融资产,1
待售金融资产,待售金融资产,可供出售金融资产,1
预售金融资产,预售金融资产,可供出售金融资产,1
销售在即的金融资产,销售在即金融资产,可供出售金融资产,1
可售金融资产,可售金融资产,可供出售金融资产,1
将要销售的金融资产,将要销售金融资产,可供出售金融资产,1
未来要销售的金融资产,未来要销售金融资产,可供出售金融资产,1
计划销售的金融资产,计划销售金融资产,可供出售金融资产,1
意图销售的金融资产,意图销售金融资产,可供出售金融资产,1
能够销售的金融资产,能够销售金融资产,可供出售金融资产,1
开发支出,开发支出,开发支出,1
开发花费,开发花费,开发支出,1
开发费用,开发费用,开发支出,1
研发花费,研发花费,开发支出,1
开发投入,开发投入,开发支出,1
开发开支,开发开支,开发支出,1
研发开支,研发开支,开发支出,1
金融资产重分类计入其他综合收益的金额,金融资产重分类计入其他综合收益金额,金融资产重分类计入其他综合收益的金额,1
经营活动现金流入小计,经营活动现金流入小计,经营活动现金流入小计,1
经营活动现金流出小计,经营活动现金流出小计,经营活动现金流出小计,1
经营活动产生的现金流量净额,经营活动产生现金流量净额,经营活动产生的现金流量净额,1
经营活动产生的现金流量,经营活动产生现金流量,经营活动产生的现金流量,1
净利润增长率,净利润增长率,净利润增长率,1
净利润增速,净利润增速,净利润增长率,1
净利润增长百分比,净利润增长百分比,净利润增长率,1
净利润增长比率,净利润增长比率,净利润增长率,1
纯利润增长率,纯利润增长率,净利润增长率,1
纯收益增长率,纯收益增长率,净利润增长率,1
净益增长率,净益增长率,净利润增长率,1
纯利润增速,纯利润增速,净利润增长率,1
净黏润增长速率,净黏润增长速率,净利润增长率,1
净收益增长率,净收益增长率,净利润增长率,1
净利润率,净利润率,净利润率,1
纯利润率,纯利润率,净利润率,1
净赚率,净赚率,净利润率,1
净盈利率,净盈利率,净利润率,1
净收益率,净收益率,净利润率,1
纯收益率,纯收益率,净利润率,1
利润比率,利润比率,净利润率,1
盈利比率,盈利比率,净利润率,1
收益比率,收益比率,净利润率,1
赚钱比率,赚钱比率,净利润率,1
净利润,净利润,净利润,1
纯利润,纯利润,净利润,1
净赚,净赚,净利润,1
净收益,净收益,净利润,1
净益,净益,净利润,1
净赚取,净赚取,净利润,1
净收入,净收入,净利润,1
清洁利润,清洁利润,净利润,1
纯收入,纯收入,净利润,1
纯收益,纯收益,净利润,1
净敞口套期收益,净敞口套期收益,净敞口套期收益,1
净敞口套期益收,净敞口套期益收,净敞口套期收益,1
纯敞口套期收益,纯敞口套期收益,净敞口套期收益,1
纯净敞口套期收益,纯净敞口套期收益,净敞口套期收益,1
敞口净套期收益,敞口净套期收益,净敞口套期收益,1
净套期敞口收益,净套期敞口收益,净敞口套期收益,1
敞口套期净收益,敞口套期净收益,净敞口套期收益,1
套期敞口净收益,套期敞口净收益,净敞口套期收益,1
敞口套期收益净,敞口套期收益净,净敞口套期收益,1
净收益套期敞口,净收益套期敞口,净敞口套期收益,1
结算备付金,结算备付金,结算备付金,1
备付资金,备付资金,结算备付金,1
结算金额备付,结算金额备付,结算备付金,1
备付结算资金,备付结算资金,结算备付金,1
系统备付金,系统备付金,结算备付金,1
备付结算金,备付结算金,结算备付金,1
预备结算金,预备结算金,结算备付金,1
清算备付金,清算备付金,结算备付金,1
交易备付金,交易备付金,结算备付金,1
备付结算款,备付结算款,结算备付金,1
加其他收益,加其他收益,加其他收益,1
加其它利润,加其它利润,加其他收益,1
包括其他收益,包括其他收益,加其他收益,1
增加其他收益,增加其他收益,加其他收益,1
加上其他利润,加上其他利润,加其他收益,1
含其他收入,含其他收入,加其他收益,1
并入其他收益,并入其他收益,加其他收益,1
计入其他收益,计入其他收益,加其他收益,1
以及其他收益,以及其他收益,加其他收益,1
包含其他收益,包含其他收益,加其他收益,1
加期初现金及现金等价物余额,加期初现金及现金等价物余额,加期初现金及现金等价物余额,1
教育程度类别,教育程度类别,教育程度类别,1
教育背景类别,教育背景类别,教育程度类别,1
学历类别,学历类别,教育程度类别,1
教育等级类别,教育等级类别,教育程度类别,1
学历级别,学历级别,教育程度类别,1
教育水平类别,教育水平类别,教育程度类别,1
学习程度类别,学习程度类别,教育程度类别,1
学历种类,学历种类,教育程度类别,1
教育资格类别,教育资格类别,教育程度类别,1
学习进度类别,学习进度类别,教育程度类别,1
教育程度,教育程度,教育程度,1
教育背景,教育背景,教育程度,1
学历层次,学历层次,教育程度,1
教育层次,教育层次,教育程度,1
学历背景,学历背景,教育程度,1
学历等级,学历等级,教育程度,1
教育等级,教育等级,教育程度,1
学历程度,学历程度,教育程度,1
教育资历,教育资历,教育程度,1
学历资历,学历资历,教育程度,1
交易性金融资产,交易性金融资产,交易性金融资产,1
交易形式金融资产,交易形式金融资产,交易性金融资产,1
交易性财务资产,交易性财务资产,交易性金融资产,1
交易性的金融资产,交易性金融资产,交易性金融资产,1
交易型金融资产,交易型金融资产,交易性金融资产,1
金融交易资产,金融交易资产,交易性金融资产,1
金融投资交易资产,金融投资交易资产,交易性金融资产,1
金融资产交易,金融资产交易,交易性金融资产,1
交易级金融资产,交易级金融资产,交易性金融资产,1
交易金融资产,交易金融资产,交易性金融资产,1
交易性金融负债,交易性金融负债,交易性金融负债,1
交易性财务负债,交易性财务负债,交易性金融负债,1
交易性的金融负责,交易性金融负责,交易性金融负债,1
需要交易的金融负债,需要交易金融负债,交易性金融负债,1
负责交易的金融债务,负责交易金融债务,交易性金融负债,1
交易性金融负责的数量,交易性金融负责数量,交易性金融负债,1
交易性金融债务,交易性金融债务,交易性金融负债,1
金融负债交易,金融负债交易,交易性金融负债,1
负债交易性,负债交易性,交易性金融负债,1
交易性负债金融,交易性负债金融,交易性金融负债,1
减所得税费用,减所得税费用,减所得税费用,1
减去所得税费用,减去所得税费用,减所得税费用,1
扣除所得税费用,扣除所得税费用,减所得税费用,1
减除所得税费用,减除所得税费用,减所得税费用,1
抵扣所得税费用,抵扣所得税费用,减所得税费用,1
扣掉所得税费用,扣掉所得税费用,减所得税费用,1
去除所得税费用,去除所得税费用,减所得税费用,1
扣减所得税费用,扣减所得税费用,减所得税费用,1
减掉所得税费用,减掉所得税费用,减所得税费用,1
减免所得税费用,减免所得税费用,减所得税费用,1
减库存股,减库存股,减库存股,1
减少库存股,减少库存股,减库存股,1
减掉库存股,减掉库存股,减库存股,1
减少的库存股,减少库存股,减库存股,1
削减库存股,削减库存股,减库存股,1
扣除库存股,扣除库存股,减库存股,1
减去库存股,减去库存股,减库存股,1
减低库存股,减低库存股,减库存股,1
去掉库存股,去掉库存股,减库存股,1
减轻库存股,减轻库存股,减库存股,1
将重分类进损益的其他综合收益,将重分类进损益其他综合收益,将重分类进损益的其他综合收益,1
货币总额,货币总额,货币资金,1
货币资金,货币资金,货币资金,1
现金资产,现金资产,货币资金,1
现金及等价物,现金及等价物,货币资金,1
现金及其等价物,现金及其等价物,货币资金,1
现金资源,现金资源,货币资金,1
现金和等价物,现金和等价物,货币资金,1
现金资本,现金资本,货币资金,1
现金及等价资产,现金及等价资产,货币资金,1
可动用资金,可动用资金,货币资金,1
货币资金增长率,货币资金增长率,货币资金增长率,1
货币资金展增速度,货币资金展增速度,货币资金增长率,1
货币资金增长百分率,货币资金增长百分率,货币资金增长率,1
货币资金增值率,货币资金增值率,货币资金增长率,1
货币资金增长比例,货币资金增长比例,货币资金增长率,1
货币资金提升率,货币资金提升率,货币资金增长率,1
货币资金升高率,货币资金升高率,货币资金增长率,1
货币资金上升率,货币资金上升率,货币资金增长率,1
货币资金扩大率,货币资金扩大率,货币资金增长率,1
货币资金加速率,货币资金加速率,货币资金增长率,1
货币资金增进率,货币资金增进率,货币资金增长率,1
汇率变动对现金及现金等价物的影响,汇率变动对现金及现金等价物影响,汇率变动对现金及现金等价物的影响,1
回购业务资金净增加额,回购业务资金净增加额,回购业务资金净增加额,1
汇兑收益,汇兑收益,汇兑收益,1
汇兑盈利,汇兑盈利,汇兑收益,1
汇兑利益,汇兑利益,汇兑收益,1
汇兑收入,汇兑收入,汇兑收益,1
外汇兑换收益,外汇兑换收益,汇兑收益,1
外汇兑换收入,外汇兑换收入,汇兑收益,1
汇率兑换收益,汇率兑换收益,汇兑收益,1
兑换税收益,兑换税收益,汇兑收益,1
兑汇收益,兑汇收益,汇兑收益,1
汇兑所得,汇兑所得,汇兑收益,1
合同资产,合同资产,合同资产,1
协议资产,协议资产,合同资产,1
签约资产,签约资产,合同资产,1
合约资产,合约资产,合同资产,1
契约资产,契约资产,合同资产,1
合同所得资产,合同所得资产,合同资产,1
合同形成资产,合同形成资产,合同资产,1
合同产生资产,合同产生资产,合同资产,1
根据合同的资产,根据合同资产,合同资产,1
根据协议的资产,根据协议资产,合同资产,1
合同负债,合同负债,合同负债,1
合约负债,合约负债,合同负债,1
签订合同的债务,签订合同债务,合同负债,1
合同性质的债务,合同性质债务,合同负债,1
合同产生的负债,合同产生负债,合同负债,1
合同引发的债务,合同引发债务,合同负债,1
合同所致负债,合同所致负债,合同负债,1
合同形成的债务,合同形成债务,合同负债,1
根据合同产生的负债,根据合同产生负债,合同负债,1
合同决定的债务,合同决定债务,合同负债,1
行政人员,行政人员,行政人员,1
行政工作人员,行政工作人员,行政人员,1
行政员工,行政员工,行政人员,1
行政部门员工,行政部门员工,行政人员,1
行政人士,行政人士,行政人员,1
行政工作人机,行政工作人机,行政人员,1
行政职员,行政职员,行政人员,1
行政部门职员,行政部门职员,行政人员,1
行政管理人员,行政管理人员,行政人员,1
固定资产增长率,固定资产增长率,固定资产增长率,1
固定资产的增值率,固定资产增值率,固定资产增长率,1
固定财产扩张率,固定财产扩张率,固定资产增长率,1
固定资产的扩大比例,固定资产扩大比例,固定资产增长率,1
固定资产的提升率,固定资产提升率,固定资产增长率,1
资产固定的增长比例,资产固定增长比例,固定资产增长率,1
固定性财产的增值比率,固定性财产增值比率,固定资产增长率,1
固定资本的扩大率,固定资本扩大率,固定资产增长率,1
固定资产的升高率,固定资产升高率,固定资产增长率,1
固定资金增值率,固定资金增值率,固定资产增长率,1
固定资产,固定资产,固定资产,1
不动产,不动产,固定资产,1
实物资产,实物资产,固定资产,1
持久资产,持久资产,固定资产,1
固定物资,固定物资,固定资产,1
长期使用资产,长期使用资产,固定资产,1
实物固定资产,实物固定资产,固定资产,1
固定资本,固定资本,固定资产,1
固定财产,固定财产,固定资产,1
股本,股本,股本,1
股权本金,股权本金,股本,1
股份本金,股份本金,股本,1
注册资本,注册资本,股本,1
股权资本,股权资本,股本,1
发行股本,发行股本,股本,1
出资本金,出资本金,股本,1
股份资本,股份资本,股本,1
实收资本,实收资本,股本,1
归属于少数股东的综合收益总额,归属于少数股东综合收益总额,归属于少数股东的综合收益总额,1
归属于少数股东的其他综合收益的税后净额,归属于少数股东其他综合收益税后净额,归属于少数股东的其他综合收益的税后净额,1
归属于母公司所有者权益合计,归属于母公司所有者权益合计,归属于母公司所有者权益合计,1
归属于母公司所有者权益,归属于母公司所有者权益,归属于母公司所有者权益合计,1
归属于母公司所有者的综合收益总额,归属于母公司所有者综合收益总额,归属于母公司所有者的综合收益总额,1
归属于母公司所有者的净利润,归属于母公司所有者净利润,归属于母公司所有者的净利润,1
归属母公司所有者的其他综合收益的税后净额,归属母公司所有者其他综合收益税后净额,归属母公司所有者的其他综合收益的税后净额,1
管理费用增长率,管理费用增长率,管理费用增长率,1
管理费用增长比例,管理费用增长比例,管理费用增长率,1
管理费用提升率,管理费用提升率,管理费用增长率,1
管理成本增长比例,管理成本增长比例,管理费用增长率,1
管理开支增长率,管理开支增长率,管理费用增长率,1
管理成本增长率,管理成本增长率,管理费用增长率,1
管理费用增速,管理费用增速,管理费用增长率,1
管理开支增速,管理开支增速,管理费用增长率,1
管理成本增速,管理成本增速,管理费用增长率,1
管理费用的增长趋势,管理费用增长趋势,管理费用增长率,1
管理费用增长的百分比,管理费用增长百分比,管理费用增长率,1
管理费用率,管理费用率,管理费用率,1
管理费用比例,管理费用比例,管理费用率,1
管理成本率,管理成本率,管理费用率,1
管理开支率,管理开支率,管理费用率,1
管理费率,管理费率,管理费用率,1
经营费用比率,经营费用比率,管理费用率,1
管理开支比例,管理开支比例,管理费用率,1
管理花费比份,管理花费比份,管理费用率,1
经营支出比例,经营支出比例,管理费用率,1
管理费用百分比,管理费用百分比,管理费用率,1
管理费用,管理费用,管理费用,1
管理开销,管理开销,管理费用,1
管理成本,管理成本,管理费用,1
管理支出,管理支出,管理费用,1
管理用费,管理用费,管理费用,1
运营费用,运营费用,管理费用,1
营运费用,营运费用,管理费用,1
经营费用,经营费用,管理费用,1
管理消耗,管理消耗,管理费用,1
管理支费,管理支费,管理费用,1
机构的中文名,机构中文名,中文名称,1
公司名称,公司名称,中文名称,1
公司的中文全称,公司中文全称,中文名称,1
商会的中文名,商会中文名,中文名称,1
注册名称,注册名称,中文名称,1
公司全名,公司全名,中文名称,1
机构名称,机构名称,中文名称,1
法定名称,法定名称,中文名称,1
单位名称,单位名称,中文名称,1
企业名称,企业名称,中文名称,1
公司的中文名,公司中文名,中文名称,1
登记名称,登记名称,中文名称,1
集团的中文名字,集团中文名字,中文名称,1
企业全名,企业全名,中文名称,1
组织的中文名称,组织中文名称,中文名称,1
官方注册名称,官方注册名称,中文名称,1
注册全名,注册全名,中文名称,1
公司中文名称,公司中文名称,中文名称,1
商会中文名称,商会中文名称,中文名称,1
集团中文称呼,集团中文称呼,中文名称,1
企业中文名,企业中文名,中文名称,1
公司国际互联网网址,公司国际互联网网址,网址,1
公司网站地址,公司网站地址,网址,1
网上地址,网上地址,网址,1
公司在线地址,公司在线地址,网址,1
网络链接,网络链接,网址,1
电子链接,电子链接,网址,1
公司互联网地址,公司互联网地址,网址,1
电子地址,电子地址,网址,1
公司主页,公司主页,网址,1
互联网链接,互联网链接,网址,1
公司官网,公司官网,网址,1
官方网站,官方网站,网址,1
互联网地址,互联网地址,网址,1
公司网址,公司网址,网址,1
网站地址,网站地址,网址,1
企业网址,企业网址,网址,1
URL,URL,网址,1
网络地址,网络地址,网址,1
网址,网址,网址,1
网页地址,网页地址,网址,1
企业网站,企业网站,网址,1
购买商品、接受劳务支付的现金,购买商品、接受劳务支付现金,购买商品、接受劳务支付的现金,1
购建固定资产、无形资产和其他长期资产支付的现金,购建固定资产、无形资产和其他长期资产支付现金,购建固定资产、无形资产和其他长期资产支付的现金,1
公允价值变动收益,公允价值变动收益,公允价值变动收益,1
公允价值变化收益,公允价值变化收益,公允价值变动收益,1
公允价值变动益收,公允价值变动益收,公允价值变动收益,1
公允价值变动利得,公允价值变动利得,公允价值变动收益,1
公允价值变动益利,公允价值变动益利,公允价值变动收益,1
公平价值变动收益,公平价值变动收益,公允价值变动收益,1
公允值变动收益,公允值变动收益,公允价值变动收益,1
合理价值变动收益,合理价值变动收益,公允价值变动收益,1
公允定价变动收益,公允定价变动收益,公允价值变动收益,1
公允价值变更收益,公允价值变更收益,公允价值变动收益,1
负债和所有者权益总计,负债和所有者权益总计,负债和所有者权益总计,1
分配股利、利润或偿付利息支付的现金,分配股利、利润或偿付利息支付现金,分配股利、利润或偿付利息支付的现金,1
分保费用,分保费用,分保费用,1
分保的费用,分保费用,分保费用,1
分配保险费用,分配保险费用,分保费用,1
分配的保险费用,分配保险费用,分保费用,1
分配给保险的费用,分配给保险费用,分保费用,1
保险分保费用,保险分保费用,分保费用,1
费用分保,费用分保,分保费用,1
分保的负责,分保负责,分保费用,1
分保的开销,分保开销,分保费用,1
分保成本,分保成本,分保费用,1
长期资产,长期资产,非流动资产合计,1
非流动资源,非流动资源,非流动资产合计,1
非流动资产总的数量,非流动资产总数量,非流动资产合计,1
长期持有资产,长期持有资产,非流动资产合计,1
非流动资产总数,非流动资产总数,非流动资产合计,1
长期投资,长期投资,非流动资产合计,1
非流动财产,非流动财产,非流动资产合计,1
非流动资产总计,非流动资产总计,非流动资产合计,1
非流动资产合计数,非流动资产合计数,非流动资产合计,1
