raw_key,key,parten,len
非流动资产总量,非流动资产总量,非流动资产合计,1
长期物资,长期物资,非流动资产合计,1
长期财产,长期财产,非流动资产合计,1
非流动资产,非流动资产,非流动资产合计,1
非流动资产的总值,非流动资产总值,非流动资产合计,1
非流动物资,非流动物资,非流动资产合计,1
非流动资产总额,非流动资产总额,非流动资产合计,1
非流动资产的合计值,非流动资产合计值,非流动资产合计,1
非流动资产总价值,非流动资产总价值,非流动资产合计,1
非流动资产合计,非流动资产合计,非流动资产合计,1
长期性负债,长期性负债,非流动负债合计,1
非短期负债,非短期负债,非流动负债合计,1
非流动性负债,非流动性负债,非流动负债合计,1
长期债务,长期债务,非流动负债合计,1
非流动性债务,非流动性债务,非流动负债合计,1
非流动负债合计,非流动负债合计,非流动负债合计,1
非流动负债,非流动负债,非流动负债合计,1
合计的非流动负债,合计非流动负债,非流动负债合计,1
长期性债务,长期性债务,非流动负债合计,1
非流动负债汇总,非流动负债汇总,非流动负债合计,1
非流动负债总和,非流动负债总和,非流动负债合计,1
非流动负债总计,非流动负债总计,非流动负债合计,1
非流动债务,非流动债务,非流动负债合计,1
非流动性负债合计,非流动性负债合计,非流动负债合计,1
非流动负债合算,非流动负债合算,非流动负债合计,1
总计非流动负债,总计非流动负债,非流动负债合计,1
总非流动负债,总非流动负债,非流动负债合计,1
全部非流动负债,全部非流动负债,非流动负债合计,1
非流动负债比率,非流动负债比率,非流动负债比率,1
非流动性负债比例,非流动性负债比例,非流动负债比率,1
长期负债比率,长期负债比率,非流动负债比率,1
长期债务比例,长期债务比例,非流动负债比率,1
非流动负债占比,非流动负债占比,非流动负债比率,1
长期负债占比,长期负债占比,非流动负债比率,1
固定负债比率,固定负债比率,非流动负债比率,1
长期债务占比,长期债务占比,非流动负债比率,1
固定负债占比,固定负债占比,非流动负债比率,1
非流动性债务比例,非流动性债务比例,非流动负债比率,1
发放贷款和垫款,发放贷款和垫款,发放贷款和垫款,1
贷款和垫款发放,贷款和垫款发放,发放贷款和垫款,1
贷款及垫款发放,贷款及垫款发放,发放贷款和垫款,1
发给贷款和垫款,发给贷款和垫款,发放贷款和垫款,1
贷款与垫款发放,贷款与垫款发放,发放贷款和垫款,1
给予贷款和垫款,给予贷款和垫款,发放贷款和垫款,1
贷款和垫款给予,贷款和垫款给予,发放贷款和垫款,1
提供贷款和垫款,提供贷款和垫款,发放贷款和垫款,1
发放的贷款和垫款,发放贷款和垫款,发放贷款和垫款,1
放出贷款和垫款,放出贷款和垫款,发放贷款和垫款,1
法定代表人,法定代表人,法定代表人,1
公司法定代表人,公司法定代表人,法定代表人,1
企业法定代表人,企业法定代表人,法定代表人,1
单位法定代表人,单位法定代表人,法定代表人,1
法人代表,法人代表,法定代表人,1
法定代表,法定代表,法定代表人,1
公司主要负责人,公司主要负责人,法定代表人,1
公司负责人,公司负责人,法定代表人,1
公司代表人,公司代表人,法定代表人,1
法人代表人,法人代表人,法定代表人,1
公司的法人,公司法人,法定代表人,1
对联营企业和合营企业投资收益,对联营企业和合营企业投资收益,对联营企业和合营企业的投资收益,1
对联营企业和合营企业的投资收益,对联营企业和合营企业投资收益,对联营企业和合营企业的投资收益,1
短期借款,短期借款,短期借款,1
短期贷款,短期贷款,短期借款,1
短期借贷,短期借贷,短期借款,1
短期贷款金额,短期贷款金额,短期借款,1
短期借贷额,短期借贷额,短期借款,1
短期融资,短期融资,短期借款,1
短期贷债,短期贷债,短期借款,1
暂时借款,暂时借款,短期借款,1
临时借款,临时借款,短期借款,1
递延所得税资产,递延所得税资产,递延所得税资产,1
推迟所得税资产,推迟所得税资产,递延所得税资产,1
延期所得税资产,延期所得税资产,递延所得税资产,1
递延的所得税资产,递延所得税资产,递延所得税资产,1
所得税递延资产,所得税递延资产,递延所得税资产,1
推后所得税资产,推后所得税资产,递延所得税资产,1
延缓所得税资产,延缓所得税资产,递延所得税资产,1
待支付所得税资产,待支付所得税资产,递延所得税资产,1
延后所得税资产,延后所得税资产,递延所得税资产,1
递延应纳税款资产,递延应纳税款资产,递延所得税资产,1
递延所得税负债,递延所得税负债,递延所得税负债,1
延迟所得税债务,延迟所得税债务,递延所得税负债,1
递延收入所得税负债,递延收入所得税负债,递延所得税负债,1
所得税递延负债,所得税递延负债,递延所得税负债,1
税收递延负债,税收递延负债,递延所得税负债,1
递延税务负债,递延税务负债,递延所得税负债,1
递延的所得税负债,递延所得税负债,递延所得税负债,1
递延纳税负债,递延纳税负债,递延所得税负债,1
递延税收负债,递延税收负债,递延所得税负债,1
所得税的递延负债,所得税递延负债,递延所得税负债,1
递延收益,递延收益,递延收益,1
延迟收益,延迟收益,递延收益,1
延期收益,延期收益,递延收益,1
递延收入,递延收入,递延收益,1
递延营收,递延营收,递延收益,1
推迟收益,推迟收益,递延收益,1
推迟收入,推迟收入,递延收益,1
延后收益,延后收益,递延收益,1
延后收入,延后收入,递延收益,1
推后收益,推后收益,递延收益,1
电子邮箱,电子邮箱,电子信箱,1
电子信箱,电子信箱,电子信箱,1
邮箱地址,邮箱地址,电子信箱,1
电子通信号,电子通信号,电子信箱,1
电子通信地址,电子通信地址,电子信箱,1
邮件账号,邮件账号,电子信箱,1
接收邮件地址,接收邮件地址,电子信箱,1
电子邮件账户,电子邮件账户,电子信箱,1
电子邮件信箱,电子邮件信箱,电子信箱,1
邮件地址,邮件地址,电子信箱,1
邮件信箱,邮件信箱,电子信箱,1
当期领取薪酬员工总人数,当期领取薪酬员工总人数,当期领取薪酬员工总人数,1
代理买卖证券收到的现金净额,代理买卖证券收到现金净额,代理买卖证券收到的现金净额,1
代理买卖证券款,代理买卖证券款,代理买卖证券款,1
代理交易证券款,代理交易证券款,代理买卖证券款,1
代理证券买卖款,代理证券买卖款,代理买卖证券款,1
证券买卖代理款,证券买卖代理款,代理买卖证券款,1
证券交易代理款,证券交易代理款,代理买卖证券款,1
代理购置证券款,代理购置证券款,代理买卖证券款,1
代理买入卖出证券款,代理买入卖出证券款,代理买卖证券款,1
代理证券交易款,代理证券交易款,代理买卖证券款,1
代理证券购买销售款,代理证券购买销售款,代理买卖证券款,1
证券代理交易款,证券代理交易款,代理买卖证券款,1
代理承销证券款,代理承销证券款,代理承销证券款,1
代理销售的证券款,代理销售证券款,代理承销证券款,1
代理销售证券款项,代理销售证券款项,代理承销证券款,1
证券销售款,证券销售款,代理承销证券款,1
代理销售证券的款项,代理销售证券款项,代理承销证券款,1
证券承销的款项,证券承销款项,代理承销证券款,1
代理证券承销款项,代理证券承销款项,代理承销证券款,1
证券代理承销款,证券代理承销款,代理承销证券款,1
承销证券的款项,承销证券款项,代理承销证券款,1
代理证券款,代理证券款,代理承销证券款,1
存货,存货,存货,1
库存货物,库存货物,存货,1
在库存货,在库存货,存货,1
存储的货物,存储货物,存货,1
仓储货物,仓储货物,存货,1
存放的货品,存放货品,存货,1
库存物品,库存物品,存货,1
库内存货,库内存货,存货,1
库存商品,库存商品,存货,1
现存的商品,现存商品,存货,1
存放中央银行和同业款项净增加额,存放中央银行和同业款项净增加额,存放中央银行和同业款项净增加额,1
处置子公司及其他营业单位收到的现金净额,处置子公司及其他营业单位收到现金净额,处置子公司及其他营业单位收到的现金净额,1
处置固定资产、无形资产和其他长期资产收回的现金净额,处置固定资产、无形资产和其他长期资产收回现金净额,处置固定资产、无形资产和其他长期资产收回的现金净额,1
筹资活动现金流入小计,筹资活动现金流入小计,筹资活动现金流入小计,1
筹资活动现金流出小计,筹资活动现金流出小计,筹资活动现金流出小计,1
筹资活动产生的现金流量净额,筹资活动产生现金流量净额,筹资活动产生的现金流量净额,1
筹资活动产生的现金流量,筹资活动产生现金流量,筹资活动产生的现金流量,1
持有至到期投资重分类为可供出售金融资产损益,持有至到期投资重分类为可供出售金融资产损益,持有至到期投资重分类为可供出售金融资产损益,1
持有至到期投资,持有至到期投资,持有至到期投资,1
拥有到期日期的投资,拥有到期日期投资,持有至到期投资,1
至到期日期的投资,至到期日期投资,持有至到期投资,1
持有至终止日期投资,持有至终止日期投资,持有至到期投资,1
拥有至终结日的投资,拥有至终结日投资,持有至到期投资,1
至终止的投资,至终止投资,持有至到期投资,1
持有至到期日的投资,持有至到期日投资,持有至到期投资,1
持有直到投资到期,持有直到投资到期,持有至到期投资,1
打算长期持有的投资,打算长期持有投资,持有至到期投资,1
准备持有到期的投资,准备持有到期投资,持有至到期投资,1
持有待售资产,持有待售资产,持有待售资产,1
待出售资产,待出售资产,持有待售资产,1
待处理资产,待处理资产,持有待售资产,1
待售出资产,待售出资产,持有待售资产,1
延后出售资产,延后出售资产,持有待售资产,1
待转让资产,待转让资产,持有待售资产,1
待交易资产,待交易资产,持有待售资产,1
预售资产,预售资产,持有待售资产,1
即将出售资产,即将出售资产,持有待售资产,1
拟售资产,拟售资产,持有待售资产,1
持有待售负债,持有待售负债,持有待售负债,1
待售负债持有,待售负债持有,持有待售负债,1
待出售负债,待出售负债,持有待售负债,1
待销售的负债,待销售负债,持有待售负债,1
已拥有待售负债,已拥有待售负债,持有待售负债,1
具有待售负债,具有待售负债,持有待售负债,1
持有的待售负债,持有待售负债,持有待售负债,1
持有待出售负债,持有待出售负债,持有待售负债,1
持有待销售负债,持有待销售负债,持有待售负债,1
拥有的待售负债,拥有待售负债,持有待售负债,1
持续经营净利润,持续经营净利润,持续经营净利润,1
持续运营净利润,持续运营净利润,持续经营净利润,1
持续经营纯利,持续经营纯利,持续经营净利润,1
持续经营纯益,持续经营纯益,持续经营净利润,1
持续运营纯益,持续运营纯益,持续经营净利润,1
持续经营清利,持续经营清利,持续经营净利润,1
持续经营净益,持续经营净益,持续经营净利润,1
持续营业净利,持续营业净利,持续经营净利润,1
持续运作净利润,持续运作净利润,持续经营净利润,1
持续经营利润总额,持续经营利润总额,持续经营净利润,1
长期应收款,长期应收款,长期应收款,1
长时间应收款项,长时间应收款项,长期应收款,1
长期未收款项,长期未收款项,长期应收款,1
长期债权,长期债权,长期应收款,1
长期收款,长期收款,长期应收款,1
长期应收账款,长期应收账款,长期应收款,1
长期应收债权,长期应收债权,长期应收款,1
应收长期款项,应收长期款项,长期应收款,1
长期应收的款项,长期应收款项,长期应收款,1
长期应付职工薪酬,长期应付职工薪酬,长期应付职工薪酬,1
长期需支付职工薪酬,长期需支付职工薪酬,长期应付职工薪酬,1
长期应给予职工薪酬,长期应给予职工薪酬,长期应付职工薪酬,1
长期应支付员工工资,长期应支付员工工资,长期应付职工薪酬,1
长期应付员工工资,长期应付员工工资,长期应付职工薪酬,1
长期需给职工薪酬,长期需给职工薪酬,长期应付职工薪酬,1
长期应赔偿职工薪酬,长期应赔偿职工薪酬,长期应付职工薪酬,1
长期应付职工报酬,长期应付职工报酬,长期应付职工薪酬,1
长期应付员工薪资,长期应付员工薪资,长期应付职工薪酬,1
长期需赔偿职工工资,长期需赔偿职工工资,长期应付职工薪酬,1
长期应付款,长期应付款,长期应付款,1
长期待付款项,长期待付款项,长期应付款,1
长期未付款项,长期未付款项,长期应付款,1
长期偿付款项,长期偿付款项,长期应付款,1
长期付款,长期付款,长期应付款,1
长期债款,长期债款,长期应付款,1
长期欠债,长期欠债,长期应付款,1
长期借款,长期借款,长期借款,1
长期贷款,长期贷款,长期借款,1
长期负债,长期负债,长期借款,1
长期欠款,长期欠款,长期借款,1
长期负债款,长期负债款,长期借款,1
长久借款,长久借款,长期借款,1
长期借贷,长期借贷,长期借款,1
长期借入款,长期借入款,长期借款,1
长期股权投资,长期股权投资,长期股权投资,1
长期投资股权,长期投资股权,长期股权投资,1
长期对股权的投资,长期对股权投资,长期股权投资,1
长期股权的投资,长期股权投资,长期股权投资,1
长期投入股权,长期投入股权,长期股权投资,1
长期对股权进行的投资,长期对股权进行投资,长期股权投资,1
长期投资的股权,长期投资股权,长期股权投资,1
普通长期股权投资,普通长期股权投资,长期股权投资,1
长期投向股权,长期投向股权,长期股权投资,1
长期股权径投资,长期股权径投资,长期股权投资,1
长期待摊费用,长期待摊费用,长期待摊费用,1
长期要摊销的费用,长期要摊销费用,长期待摊费用,1
长期待分摊费用,长期待分摊费用,长期待摊费用,1
长期待摊销费用,长期待摊销费用,长期待摊费用,1
长期待支付费用,长期待支付费用,长期待摊费用,1
长期待分配费用,长期待分配费用,长期待摊费用,1
长期待清费用,长期待清费用,长期待摊费用,1
长期待扣费用,长期待扣费用,长期待摊费用,1
长期待弥补费用,长期待弥补费用,长期待摊费用,1
长期待分解费用,长期待分解费用,长期待摊费用,1
偿还债务支付的现金,偿还债务支付现金,偿还债务支付的现金,1
拆入资金净增加额,拆入资金净增加额,拆入资金净增加额,1
拆入资金净增额,拆入资金净增额,拆入资金净增加额,1
拆入资金净加值,拆入资金净加值,拆入资金净增加额,1
拆入资金纯收益,拆入资金纯收益,拆入资金净增加额,1
拆入资金净收益,拆入资金净收益,拆入资金净增加额,1
拆入资金净涨,拆入资金净涨,拆入资金净增加额,1
拆入资金纯增长,拆入资金纯增长,拆入资金净增加额,1
拆入资金净进账,拆入资金净进账,拆入资金净增加额,1
净增拆入资金,净增拆入资金,拆入资金净增加额,1
纯增拆入资金,纯增拆入资金,拆入资金净增加额,1
拆入资金总增值,拆入资金总增值,拆入资金净增加额,1
拆入资金,拆入资金,拆入资金,1
拆借入资金,拆借入资金,拆入资金,1
拆借进来的资金,拆借进来资金,拆入资金,1
借用他行资金,借用他行资金,拆入资金,1
拆借得来的资金,拆借得来资金,拆入资金,1
分拆进的资金,分拆进资金,拆入资金,1
接入的资金,接入资金,拆入资金,1
拆分入的资金,拆分入资金,拆入资金,1
拆借资产,拆借资产,拆入资金,1
接受拆借的资金,接受拆借资金,拆入资金,1
拆出资金净增加额,拆出资金净增加额,拆出资金净增加额,1
拆出资金净增值,拆出资金净增值,拆出资金净增加额,1
拆出资金净益额,拆出资金净益额,拆出资金净增加额,1
拆出资金净涨幅,拆出资金净涨幅,拆出资金净增加额,1
拆出资金净升值,拆出资金净升值,拆出资金净增加额,1
拆出资金应增额度,拆出资金应增额度,拆出资金净增加额,1
拆出资金实际净增加,拆出资金实际净增加,拆出资金净增加额,1
拆出资金净增进额,拆出资金净增进额,拆出资金净增加额,1
拆出资金增长的净额,拆出资金增长净额,拆出资金净增加额,1
拆出资金实增部分,拆出资金实增部分,拆出资金净增加额,1
拆出资金,拆出资金,拆出资金,1
拆借资金,拆借资金,拆出资金,1
拆解资金,拆解资金,拆出资金,1
拆分资金,拆分资金,拆出资金,1
拆散资金,拆散资金,拆出资金,1
拆离资金,拆离资金,拆出资金,1
拆派资金,拆派资金,拆出资金,1
拆售资金,拆售资金,拆出资金,1
拆逆资金,拆逆资金,拆出资金,1
拆融资金,拆融资金,拆出资金,1
财务人员,财务人员,财务人员,1
财务部门员工,财务部门员工,财务人员,1
财务部门的工作人员,财务部门工作人员,财务人员,1
财务人力,财务人力,财务人员,1
财务成员,财务成员,财务人员,1
财务团队成员,财务团队成员,财务人员,1
账务人员,账务人员,财务人员,1
会计人员,会计人员,财务人员,1
会计团队成员,会计团队成员,财务人员,1
财会分部人员,财会分部人员,财务人员,1
财务费用增长率,财务费用增长率,财务费用增长率,1
财务费用增长比例,财务费用增长比例,财务费用增长率,1
财务费用增长幅度,财务费用增长幅度,财务费用增长率,1
财务支出增长率,财务支出增长率,财务费用增长率,1
财务开销增长率,财务开销增长率,财务费用增长率,1
财务成本增长率,财务成本增长率,财务费用增长率,1
财务支出增长比例,财务支出增长比例,财务费用增长率,1
财务开销增长比例,财务开销增长比例,财务费用增长率,1
财务成本增长比例,财务成本增长比例,财务费用增长率,1
财务支出增长幅度,财务支出增长幅度,财务费用增长率,1
财务费用的增长速度,财务费用增长速度,财务费用增长率,1
财务费用率,财务费用率,财务费用率,1
财务支出比率,财务支出比率,财务费用率,1
财务成本率,财务成本率,财务费用率,1
财务开支比率,财务开支比率,财务费用率,1
财务费用比例,财务费用比例,财务费用率,1
财务成本占比,财务成本占比,财务费用率,1
财务支出水平,财务支出水平,财务费用率,1
财务成本水平,财务成本水平,财务费用率,1
财务费用水平,财务费用水平,财务费用率,1
财务开支水平,财务开支水平,财务费用率,1
财务费用占比,财务费用占比,财务费用率,1
财务费用,财务费用,财务费用,1
财务开支,财务开支,财务费用,1
财务消耗,财务消耗,财务费用,1
财务支出,财务支出,财务费用,1
金融费用,金融费用,财务费用,1
金融开支,金融开支,财务费用,1
经济费用,经济费用,财务费用,1
经济开支,经济开支,财务费用,1
财务成本,财务成本,财务费用,1
财务用费,财务用费,财务费用,1
不能重分类进损益的其他综合收益,不能重分类进损益其他综合收益,不能重分类进损益的其他综合收益,1
博士及以上,博士及以上,博士,1
博士,博士,博士,1
博士学位,博士学位,博士,1
博士研究生,博士研究生,博士,1
博士生,博士生,博士,1
博士后,博士后,博士,1
博士人数,博士人数,博士,1
博士数量,博士数量,博士,1
在读博士,在读博士,博士,1
博士学历,博士学历,博士,1
博士员工,博士员工,博士,1
本科,本科,本科,1
全日制本科,全日制本科,本科,1
本科学历,本科学历,本科,1
大学本科,大学本科,本科,1
本科学位,本科学位,本科,1
本科教育,本科教育,本科,1
本科生,本科生,本科,1
本科阶段,本科阶段,本科,1
大学本科生,大学本科生,本科,1
本科期间,本科期间,本科,1
学士学位,学士学位,本科,1
保险合同准备金,保险合同准备金,保险合同准备金,1
保险合同储备金,保险合同储备金,保险合同准备金,1
保险合同预备金,保险合同预备金,保险合同准备金,1
保险合同准备费用,保险合同准备费用,保险合同准备金,1
保险合同的备用金,保险合同备用金,保险合同准备金,1
保险合同应储金额,保险合同应储金额,保险合同准备金,1
准备金保险合同,准备金保险合同,保险合同准备金,1
合同保险的准备金,合同保险准备金,保险合同准备金,1
保险预备资金,保险预备资金,保险合同准备金,1
保险的合同准备金,保险合同准备金,保险合同准备金,1
保户储金及投资款净增加额,保户储金及投资款净增加额,保户储金及投资款净增加额,1
保单红利支出,保单红利支出,保单红利支出,1
保单红利花费,保单红利花费,保单红利支出,1
保单红利支配,保单红利支配,保单红利支出,1
红利保单支出,红利保单支出,保单红利支出,1
红利保单支付,红利保单支付,保单红利支出,1
支出的保单红利,支出保单红利,保单红利支出,1
红利保单花费,红利保单花费,保单红利支出,1
支付的保单红利,支付保单红利,保单红利支出,1
保单花费的红利,保单花费红利,保单红利支出,1
保单支出的红利,保单支出红利,保单红利支出,1
办公地址的邮政编码,办公地址邮政编码,办公地址的邮政编码,1
办公地址,办公地址,办公地址,1
办公地点,办公地点,办公地址,1
办公所在地,办公所在地,办公地址,1
办公场所,办公场所,办公地址,1
工作地址,工作地址,办公地址,1
办公点,办公点,办公地址,1
公司地址,公司地址,办公地址,1
营业场所,营业场所,办公地址,1
办公室地址,办公室地址,办公地址,1
公司办公地点,公司办公地点,办公地址,1
工作地点,工作地点,办公地址,1
按所有权归属分类,按所有权归属分类,按所有权归属分类,1
所有权归属分类,所有权归属分类,按所有权归属分类,1
按所有权类别,按所有权类别,按所有权归属分类,1
所有权归属类别,所有权归属类别,按所有权归属分类,1
所有权归属类型,所有权归属类型,按所有权归属分类,1
依据所有权归属分类,依据所有权归属分类,按所有权归属分类,1
按照所有权归属分类,按照所有权归属分类,按所有权归属分类,1
所有权分类,所有权分类,按所有权归属分类,1
所有权类别归属,所有权类别归属,按所有权归属分类,1
所有权种类归属,所有权种类归属,按所有权归属分类,1
根据所有权归属分类,根据所有权归属分类,按所有权归属分类,1
按经营持续性分类,按经营持续性分类,按经营持续性分类,1
按照经营持续性分类,按照经营持续性分类,按经营持续性分类,1
根据经营持续性分类,根据经营持续性分类,按经营持续性分类,1
依据经营持续性分类,依据经营持续性分类,按经营持续性分类,1
按经营持续性划分,按经营持续性划分,按经营持续性分类,1
按经营持续性区分,按经营持续性区分,按经营持续性分类,1
依照经营持续性分类,依照经营持续性分类,按经营持续性分类,1
按经营持续性进行分类,按经营持续性进行分类,按经营持续性分类,1
参照经营持续性分类,参照经营持续性分类,按经营持续性分类,1
按经营持续性类别,按经营持续性类别,按经营持续性分类,1
按经营的持续性分类,按经营持续性分类,按经营持续性分类,1
主要供应商,主要供应商,主要供应商,1
自由现金流量,自由现金流量,自由现金流量,1
资本支出,资本支出,资本支出,1
资本回报率,资本回报率,资本回报率,1
资本成本,资本成本,资本成本,1
主要控股参股公司,主要控股参股公司,主要控股参股公司,1
政府补助,政府补助,政府补助,1
营运资本,营运资本,营运资本,1
营业周期,营业周期,营业周期,1
营业外收支净额,营业外收支净额,营业外收支净额,1
盈利能力,盈利能力,盈利能力,1
研发情况,研发情况,研发情况,1
销售净利率,销售净利率,销售净利率,1
市盈率,市盈率,市盈率,1
生物资产,生物资产,生物资产,1
应收账款周转率,应收账款周转率,应收账款周转率,1
毛利润,毛利润,毛利润,1
扣除非经常性损益后净利润,扣除非经常性损益后净利润,扣除非经常性损益后净利润,1
控股股东、实际控制人诚信状况,控股股东、实际控制人诚信状况,控股股东、实际控制人诚信状况,1
记账本位币,记账本位币,记账本位币,1
金融工具,金融工具,金融工具,1
净资产收益率,净资产收益率,净资产收益率,1
净资产回报率,净资产回报率,净资产回报率,1
借款费用,借款费用,借款费用,1
会计期间,会计期间,会计期间,1
合同成本,合同成本,合同成本,1
股份支付,股份支付,股份支付,1
固定资产周转率,固定资产周转率,固定资产周转率,1
国民技术非标准审计报告,国民技术非标准审计报告,国民技术非标准审计报告,1
归属于少数股东综合收益总额,归属于少数股东综合收益总额,归属于少数股东综合收益总额,1
归属于母公司所有者综合收益总额,归属于母公司所有者综合收益总额,归属于母公司所有者综合收益总额,1
公司员工,公司员工,公司员工,1
公司实际控制人,公司实际控制人,公司实际控制人,1
负债率,负债率,负债率,1
负债收益率,负债收益率,负债收益率,1
存货周转天数,存货周转天数,存货周转天数,1
存货周转率,存货周转率,存货周转率,1
库存周转率,库存周转率,存货周转率,1
成本费用法,成本费用法,成本费用法,1
偿债能力,偿债能力,偿债能力,1
财务杠杆,财务杠杆,财务杠杆,1
财务风险,财务风险,财务风险,1
